,Average Rt(min),Average Mz,mass_round,pos_DIWB_1,pos_DIWB_2,pos_no injection_1,pos_no injection_2,pos_no injection_3,pos_no injection_4,pos-octl,pos_butac,pos_chlor,pos_chx,pos_dcm,pos_glyctriol,pos_hx,pos_octn,pos_olalc,pos_tol,pos_undec,pos-octlW,pos_butacW,pos_chlorW,pos_chxW,pos_dcmW,pos_glyctriolW,pos_hxW,pos_octnW,pos_olalcW,pos_tolW,pos_undecW,pos-octlM,pos_butacM,pos_chlorM,pos_chxM,pos_dcmM,pos_glyctriolM,pos_hxM,pos_octnM,pos_olalcM,pos_tolM,pos_undecM,pos-octlR_log,pos_butacR_log,pos_chlorR_log,pos_chxR_log,pos_dcmR_log,pos_glyctriolR_log,pos_hxR_log,pos_octnR_log,pos_olalcR_log,pos_tolR_log,pos_undecR_log,zeros,W_average,W_std,W_Rstd,W_Rstd_flag,Average,Stdev,Aliquot_Plate_Barcode,Aliquot_Well_ID,Aliquot_Concentration,Aliquot_Concentration_Unit,Target_Concentration,Target_Concentration_Unit,Aliquot_Solvent,DTXSID,CASRN,Preferred_Name,Smiles,Indigo_Inchi_Key,Mol_Formula,Monoisotopic_Mass,Relationship,MS_Ready_DTXCID,MS_Ready_Smiles,MS_Ready_Inchikey,MS_Ready_Mol_Formula,MS_Ready_Monoisotopic_Mass,octl,butac,chlor,chx,dcm,glyctriol,hx,octn,olalc,tol,undec,Mass_diff,Mass_flag
152,4.963,150.1037649681,150.0,5281,2409,6063,2852,5232,3801,4188.0,4939.5,3422.5,3294.0,5670.0,4370.0,4452.5,5707.0,102227.0,5513.0,8391.0,3736.0,4195.0,3543.0,3310.5,2754.0,3881.0,5322.0,3112.5,33799.0,4992.5,3229.0,-452.0,-744.5,120.5,16.5,-2916.0,-489.0,869.5,-2594.5,-68428.0,-520.5,-5162.0,,,-1.4533564098951404,-2.3002396506198295,,,-0.7093343417965499,,,,,8,6534.045454545455,8654.051314674809,132.44553278481644,0,9354.13461243873,19887.0568890547,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,4.664104426652794,0
154,4.823,150.1037649681,150.0,25632,27100,5290,3872,3432,1408,48916.5,65982.5,41384.5,40973.0,49753.5,43279.5,59435.5,52246.0,57945.0,44550.0,54272.0,44385.5,56425.5,43004.0,49110.5,65207.0,56662.5,59268.5,56107.0,48120.5,54620.0,57469.5,-4531.0,-9557.0,1619.5,8137.5,15453.5,13383.0,-167.0,3861.0,-9824.5,10070.0,3197.5,,,-1.4074567601534478,-0.7020067621266296,-0.5077967809057419,-0.5097287568429807,,-1.131353244461897,,-0.6458182378192756,-1.2297652730899096,4,53670.954545454544,6423.129750626904,11.967608560393838,1,46770.3009440104,16001.2149440583,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,4.664104426652794,0
156,6.85,150.10380496809998,150.0,1418,5325,2525,3031,4774,2510,3448.5,2607.5,2285.5,1427.5,2649.0,35046.0,4024.5,3094.5,47059.5,2353.0,3925.0,3368.0,1852.5,3250.0,3640.5,2366.0,12363.0,4264.0,1742.5,3680.0,2758.0,3418.0,-80.5,-755.0,964.5,2213.0,-283.0,-22683.0,239.5,-1352.0,-43379.5,405.0,-507.0,,,-0.37467899364544627,0.19040529700937228,,,-1.2254064139770382,,,-0.7641669039613528,,7,3882.0454545454545,2784.850081280249,71.73666856526606,0,6344.1643928079,10640.4269087872,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,4.397623346524001,0
158,5.547,150.10382496809999,150.0,2597,3487,2970,2660,3187,2272,2540.0,3931.5,3990.5,2046.5,4058.5,5650.5,4046.0,3593.5,169683.5,4503.0,5545.5,2487.0,4074.5,2467.0,3231.0,4006.5,5049.5,5065.0,5014.0,83394.5,4250.0,2836.5,-53.0,143.0,-1523.5,1184.5,-52.0,-601.0,1019.0,1420.5,-86289.0,-253.0,-2709.0,,-1.4392222425372199,,-0.23747668392250448,,,-0.5988516944283595,-0.403076411133812,,,,7,11079.59090909091,22887.226019231162,206.5710386513637,0,13379.9469424977,35533.5303408266,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,4.264382806364931,0
160,5.15,150.1038349681,150.0,4814,4525,2869,2359,4578,3477,8898.5,9089.5,3995.0,2480.0,5127.5,7874.5,7197.0,3573.0,39650.0,3875.0,2972.0,5682.0,5169.5,2738.0,5126.5,2297.5,5760.5,4611.0,4330.0,20685.0,4791.0,5059.5,-3216.5,-3920.0,-1257.0,2646.5,-2830.0,-2114.0,-2586.0,757.0,-18965.0,916.0,2087.5,,,,0.028220217501070403,,,,-0.6739371367023672,,-0.6263762331744787,-0.15342232093289798,7,6022.772727272727,4754.599014560134,78.94368972334016,0,6802.56746419271,7716.8381992471,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,4.1977625362853965,0
162,6.07,150.10389496809998,150.0,1669,5686,4441,5611,4746,3398,4735.5,15641.5,6556.5,3317.5,4882.0,24271.0,5513.5,3698.5,102865.0,5234.5,8444.0,4485.5,10850.5,6652.5,5849.0,5551.0,6896.5,4424.5,5534.5,26323.0,7818.5,7085.0,-250.0,-4791.0,96.0,2531.5,669.0,-17374.5,-1089.0,1836.0,-76542.0,2584.0,-1359.0,,,-1.8344008325057655,-0.11743299981361337,-0.8631716573133468,,,-0.3041529461727031,,-0.3065826948175863,,6,8315.5,5942.9513252714305,71.4683581897833,0,11442.1811930339,20562.9097139114,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,3.798040915997533,0
164,6.35,150.10417496809998,150.0,7614,8375,1502,4136,5111,3926,7405.0,2542.0,10067.0,6824.0,8698.5,38805.0,4602.5,4230.0,33520.5,10819.0,5865.5,8269.5,5635.5,8684.5,6860.0,8552.0,23939.0,7878.0,8160.5,20128.0,6670.0,6981.0,864.5,3093.5,-1382.5,36.0,-146.5,-14866.0,3275.5,3930.5,-13392.5,-4149.0,1115.5,-0.9327600652472859,0.08527457413803032,,-2.2777365173921793,,,-0.14771619340809367,-0.0318925667633089,,,-0.7208354645061015,5,10159.818181818182,5724.04326770671,56.34001677264608,0,10400.6363716873,9131.59071264194,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID3047425,1638-22-8,4-Butylphenol,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,2D-QSAR-Ready,DTXCID1027425,CCCCC1=CC=C(O)C=C1,CYYZDBDROVLTJU-UHFFFAOYSA-N,C10H14O,150.104465071,3.59,3.69,2.88,1.8,3.05,1.91,1.7,1.62,3.23,2.81,1.73,1.9326733543385932,0
256,5.653,162.0673249681,162.0,195875,199751,66380,56391,61363,58894,67712.5,64197.5,39464.5,91680.0,57258.5,72844.0,101652.5,84926.5,77553.0,63566.5,107076.5,103537.0,117421.0,59714.5,126795.0,60699.0,121296.0,119812.5,105940.5,129955.5,101228.5,133836.0,35824.5,53223.5,20250.0,35115.0,3440.5,48452.0,18160.0,21014.0,52402.5,37662.0,26759.5,-0.2764887109007912,-0.08141468541635682,-0.2897815772819034,-0.41678193187100915,-1.2212184044466599,-0.17708207714869975,-0.7480022197811561,-0.6065344983414265,-0.17024659573885478,-0.22732492060543597,-0.602216172602313,0,107294.13636363637,24385.680352962463,22.72787794322295,0,93874.8972503064,34938.3911475159,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047206,60125-24-8,trans-2-Methoxycinnamaldehyde,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,2D-QSAR-Ready,DTXCID405551,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,1.88,2.35,3.12,1.43,3.04,1.86,1.14,1.14,1.57,2.43,1.06,4.656030367310854,0
257,12.83,162.06755496809998,162.0,226537,243477,269213,271023,236858,245455,239740.5,241433.5,231777.0,240434.5,229317.5,239879.0,234517.0,225752.5,240146.0,231172.0,243780.5,236741.0,244269.5,229537.0,234354.5,225869.0,233748.5,239824.0,232152.0,245755.5,234750.5,242660.0,-2999.5,2836.0,-2240.0,-6080.0,-3448.5,-6130.5,5307.0,6399.5,5609.5,3578.5,-1120.5,,-1.9300913037728216,,,,,-1.6453252423154947,-1.5474865250195562,-1.6315512048363818,-1.8102342087958496,,6,236332.86363636365,5957.547497582407,2.520829056914005,1,238161.609375,12064.8527998145,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047206,60125-24-8,trans-2-Methoxycinnamaldehyde,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,2D-QSAR-Ready,DTXCID405551,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,1.88,2.35,3.12,1.43,3.04,1.86,1.14,1.14,1.57,2.43,1.06,3.236873673350324,0
258,7.783,162.0675849681,162.0,25349,30938,28232,27235,26855,24975,25381.5,29169.5,28839.0,26863.0,25857.5,26109.0,30503.0,27061.0,27745.0,24457.0,30433.0,28102.5,29284.5,30376.0,31567.5,30541.5,28057.0,29126.0,28566.0,33430.5,28036.5,31830.5,2721.0,115.0,1537.0,4704.5,4684.0,1948.0,-1377.0,1505.0,5685.5,3579.5,1397.5,-0.9697887427430327,-2.4042311445068245,-1.2733063295319924,-0.7566410392129386,-0.7419696469557439,-1.1272012856993923,,-1.254807341350864,-0.6884160652816852,-0.8345808167987825,-1.3379929494450002,1,29901.68181818182,1718.0232731084143,5.7455740568537665,1,28512.2010186887,2387.80580465763,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047206,60125-24-8,trans-2-Methoxycinnamaldehyde,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,2D-QSAR-Ready,DTXCID405551,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,1.88,2.35,3.12,1.43,3.04,1.86,1.14,1.14,1.57,2.43,1.06,3.0517662784172845,0
259,8.2,162.06761496809997,162.0,167779,164644,158012,158321,145496,145631,157827.0,150897.5,145646.5,151720.0,146591.0,156829.0,165071.0,152341.0,166589.5,144757.5,163430.5,174277.0,170353.5,163092.0,171191.0,166492.0,182663.0,177701.5,162992.5,189537.0,162318.0,177433.0,16450.0,19456.0,17445.5,19471.0,19901.0,25834.0,12630.5,10651.5,22947.5,17560.5,14002.5,-0.9820153991726751,-0.8896284870524075,-0.921616631510606,-0.8916545772549754,-0.8672324077742091,-0.7832347180012709,-1.1162502390625257,-1.155406030367279,-0.8609122461779541,-0.9161041967112616,-1.06712752805032,0,172550.04545454544,8383.204853250949,4.858419382717185,1,162875.681372549,12404.9656854223,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047206,60125-24-8,trans-2-Methoxycinnamaldehyde,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,2D-QSAR-Ready,DTXCID405551,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,1.88,2.35,3.12,1.43,3.04,1.86,1.14,1.14,1.57,2.43,1.06,2.8666588836596136,0
260,8.043,162.0676649681,162.0,185833,192833,190969,180683,182787,185110,190268.0,186406.0,182404.0,195525.5,181748.0,188751.5,207852.0,183563.0,220132.0,181464.5,210405.0,212375.5,206902.5,191229.0,211644.5,203276.5,215175.0,219281.0,202590.5,246835.0,199664.0,225910.5,22107.5,20496.5,8825.0,16119.0,21528.5,26423.5,11429.0,19027.5,26703.0,18199.5,15505.5,-0.9348261194342364,-0.9587801803421228,-1.315319643829905,-1.083865309855809,-0.9264558690993197,-0.8539000688323286,-1.2597459750288513,-0.9844034162126287,-0.9161231236134298,-0.9987322197589614,-1.1325702807162124,0,212262.18181818182,14282.277814055124,6.728602189856385,1,201010.598039216,16603.2396486287,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047206,60125-24-8,trans-2-Methoxycinnamaldehyde,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,2D-QSAR-Ready,DTXCID405551,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,1.88,2.35,3.12,1.43,3.04,1.86,1.14,1.14,1.57,2.43,1.06,2.5581465587712144,0
261,12.359,162.0680549681,162.0,48285,41367,48588,43198,47900,43554,36662.0,40991.5,45452.5,36904.5,39601.0,33690.5,45436.5,37332.5,41899.0,40528.0,42417.5,40181.0,47325.0,41159.0,45750.0,35609.5,46930.0,40350.5,42501.0,42532.0,39876.0,41780.0,3519.0,6333.5,-4293.5,8845.5,-3991.5,13239.5,-5086.0,5168.5,633.0,-652.0,-637.5,-1.0177968862424946,-0.8110500358395489,,-0.6203569388380952,,-0.40563587243922034,,-0.8587225531595142,-1.8207999478018162,,,5,42181.27272727273,3289.5253965748225,7.7985446713369235,1,41685.281786152,4331.0983462424,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047206,60125-24-8,trans-2-Methoxycinnamaldehyde,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,2D-QSAR-Ready,DTXCID405551,COC1=CC=CC=C1\C=C\C=O,KKVZAVRSVHUSPL-GQCTYLIASA-N,C10H10O2,162.068079562,1.88,2.35,3.12,1.43,3.04,1.86,1.14,1.14,1.57,2.43,1.06,0.1517504253431764,0
272,6.058,163.09904496809997,163.0,955,6017,1816,2062,1806,1935,3389.5,5898.5,3234.0,28995.5,2831.0,16465.5,30226.5,29242.0,20057.0,15182.0,30589.0,30331.0,32576.0,31266.0,31017.5,32159.5,31487.5,32495.0,33002.0,39206.0,32086.0,33826.5,26941.5,26677.5,28032.0,2022.0,29328.5,15022.0,2268.5,3760.0,19149.0,16904.0,3237.5,0.9002861336755672,0.655403544824706,0.9379140689176044,-1.156549450891804,1.015349982282974,-0.03984716561776206,-1.124649078472001,-0.890819227847206,-0.0201198753535054,0.04666049695452316,-0.9753555023935498,0,32677.545454545456,2263.920829150427,6.928062673188065,1,21729.1844913258,13169.6567552067,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID0044868,2050-43-3,"N-(2,4-Dimethylphenyl)acetamide",CC(=O)NC1=CC=C(C)C=C1C,PJEIIBXJUDOMAN-UHFFFAOYSA-N,C10H13NO,163.099714043,2D-QSAR-Ready,DTXCID8024868,CC(=O)NC1=CC=C(C)C=C1C,PJEIIBXJUDOMAN-UHFFFAOYSA-N,C10H13NO,163.099714043,1.52,1.82,1.75,-0.26,1.69,0.4,-0.46,-0.51,1.13,0.95,-0.52,4.1022444702442735,0
273,0.929,163.1016249681,163.0,291,166,0,221,0,135,54.5,127.0,140.0,137.5,54.5,110.0,180.5,213.0,10521.5,66.0,128.5,54.5,140.5,0.0,0.0,0.0,54.0,156.0,0.0,2945.0,106.0,93.0,0.0,13.5,-140.0,-137.5,-54.5,-56.0,-24.5,-213.0,-7576.5,40.0,-35.5,,-0.9734699524609507,,,,,,,,-0.2174839442139063,,9,322.6363636363636,831.0910706827472,257.59373844773796,0,615.275409324496,2108.01260803987,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID0044868,2050-43-3,"N-(2,4-Dimethylphenyl)acetamide",CC(=O)NC1=CC=C(C)C=C1C,PJEIIBXJUDOMAN-UHFFFAOYSA-N,C10H13NO,163.099714043,2D-QSAR-Ready,DTXCID8024868,CC(=O)NC1=CC=C(C)C=C1C,PJEIIBXJUDOMAN-UHFFFAOYSA-N,C10H13NO,163.099714043,1.52,1.82,1.75,-0.26,1.69,0.4,-0.46,-0.51,1.13,0.95,-0.52,11.716299511647208,0
280,8.188,164.0463849681,164.0,20803,22222,23691,21355,22277,20665,27012.5,28542.5,27667.0,25188.0,31321.5,26766.5,26625.5,25013.0,30118.0,25576.5,28693.0,24076.0,21840.0,25834.5,24826.5,27316.0,25667.5,24240.0,23901.5,22131.0,24463.0,25038.0,-2936.5,-6702.5,-1832.5,-361.5,-4005.5,-1099.0,-2385.5,-1111.5,-7987.0,-1113.5,-3655.0,,,,,,,,,,,,11,24484.909090909092,1500.3651649179187,6.12771384752653,1,25467.9597886029,2688.39049646599,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID0047456,826-62-0,"2-Norbornene-5,6-dicarboxylic anhydride",O=C1OC(=O)C2C3CC(C=C3)C12,KNDQHSIWLOJIGP-UHFFFAOYSA-N,C9H8O3,164.047344118,2D-QSAR-Ready,DTXCID8027456,O=C1OC(=O)C2C3CC(C=C3)C12,KNDQHSIWLOJIGP-UHFFFAOYSA-N,C9H8O3,164.047344118,1.13,1.72,2.53,0.02,2.62,0.59,-0.04,-0.25,0.95,1.53,-0.15,5.846787128247647,0
311,5.734,166.0972349681,166.0,8091,5816,10059,3284,3620,4347,5548.0,5341.5,6584.5,5774.5,3650.0,55792.5,7654.0,4689.0,55128.5,5314.0,4814.5,8159.5,5648.5,6031.0,3870.5,5991.0,29434.0,3903.5,4443.0,27998.5,5997.0,6727.0,2611.5,307.0,-553.5,-1904.0,2341.0,-26358.5,-3750.5,-246.0,-27130.0,683.0,1912.5,-0.3272464222282348,-1.2405248572527483,,,-0.1928914507598504,,,,,-0.8910008463927261,-0.4009497472161543,6,9836.681818181818,8984.00528786558,91.33166502610489,0,11261.4849350873,14603.8213251983,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,12.912287234237679,0
312,6.065,166.0973849681,166.0,4828,4056,5370,6436,4130,2131,8433.5,6122.0,3850.0,3748.5,3538.0,74506.0,4255.0,5262.0,9674.5,4981.5,6518.5,5347.0,6033.0,5272.5,5178.5,3247.5,40928.0,5337.5,4233.5,6764.0,8280.0,3889.0,-3086.5,-89.0,1422.5,1430.0,-290.5,-33578.0,1082.5,-1028.5,-2910.5,3298.5,-2629.5,,,-0.4324084544413919,-0.4185214777170695,,,-0.5944716593952035,,,-0.17904364623759486,,7,8591.863636363636,10309.199660521464,119.98793389701261,0,9471.30828259038,15138.635851653,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,12.00921342222334,0
313,5.053,166.09852496809998,166.0,7288,10965,4938,6423,6722,7516,18831.5,15543.0,5298.5,14575.5,10777.0,65593.0,12485.5,13913.5,78071.5,11340.0,18720.5,14092.0,17691.0,11426.5,12321.5,14797.0,40520.0,11466.5,12505.5,38359.5,15432.5,24040.5,-4739.5,2148.0,6128.0,-2254.0,4020.0,-25073.0,-1019.0,-1408.0,-39712.0,4092.5,5320.0,,-0.8595005699792657,0.06316581795307952,,-0.4282718297726403,,,,,-0.4426243664729087,-0.5464058116979073,6,19332.045454545456,10086.810072057076,52.176631261155094,0,19774.7049057904,17643.8683320639,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,5.145852450537907,0
314,4.546,166.09871496809998,166.0,41610,43800,21573,21891,25345,16764,72051.5,61828.0,24115.5,56785.0,44517.5,78221.0,64515.5,58759.5,106213.0,55376.0,65597.0,60228.5,78619.0,59872.0,72746.5,71651.0,73041.5,68067.0,60688.0,70523.0,79330.0,63857.5,-11823.0,16791.0,35756.5,15961.5,27133.5,-5179.5,3551.5,1928.5,-35690.0,23954.0,-1739.5,,-0.5661086366270984,0.171058730773666,-0.5511599278729165,-0.21502494955436172,,-1.2592522484297934,-1.4838584484062054,,-0.3639435367307142,,4,68965.81818181818,6712.290346388099,9.732778531956424,1,60767.0896905637,20708.1089921232,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,4.001958955228482,0
315,5.174,166.09887496809998,166.0,6186,11289,6946,7455,6414,4437,9377.0,14809.5,11146.5,9391.0,9515.5,7051.0,14244.5,8743.5,88426.5,9144.0,7838.5,7483.5,7189.5,8776.0,8279.5,6014.0,7431.5,6161.0,6785.0,40820.0,9662.5,9063.5,-1893.5,-7620.0,-2370.5,-1111.5,-3501.5,380.5,-8083.5,-1958.5,-47606.5,518.5,1225.0,,,,,,-1.2678960535704509,,,,-1.2463874566621655,-0.806096873977529,8,10696.90909090909,9590.57466478555,89.65743826818372,0,13110.5044615502,16924.7712468237,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,3.0386802223903717,0
316,4.821,166.09924496809998,166.0,38950,38223,6053,3515,6454,9607,69430.0,79951.0,56379.0,64544.0,72259.0,109860.5,89361.5,74810.5,94547.0,74792.5,80231.5,58037.0,72224.5,60366.5,67359.0,86392.0,96050.5,81782.5,79533.5,96440.0,89495.0,89229.5,-11393.0,-7726.5,3987.5,2815.0,14133.0,-13810.0,-7579.0,4723.0,1893.0,14702.5,8998.0,,,-1.1504166724137046,-1.3603774773453063,-0.7086575880680872,,,-1.199744611806879,-1.6984971391631538,-0.7064668620374306,-0.9501989229745071,4,79719.09090909091,12914.813205311923,16.2004020091493,0,71131.7881912531,25047.7744030816,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,0.8110981525952942,0
317,3.14,166.0995649681,166.0,10441,8346,2388,1618,4454,3352,18113.0,24219.0,25889.5,16038.0,23804.0,17200.5,23018.0,21341.0,38880.0,19864.0,18206.5,18438.5,24962.5,18521.0,19029.0,22888.0,19831.5,20920.5,22826.0,28320.5,24120.0,20625.0,325.5,743.5,-7368.5,2991.0,-916.0,2631.0,-2097.5,1485.0,-10559.5,4256.0,2418.5,-1.7454393942151198,-1.5128752343451064,,-0.7293337961088626,,-0.8154202234779391,,-1.157488312152494,,-0.6690650872595161,-0.8766803737419497,4,21862.045454545456,2951.9470035165346,13.502611224800923,1,19835.9402334176,7482.19631021818,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5024687,98-29-3,4-tert-Butylcatechol,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2D-QSAR-Ready,DTXCID804687,CC(C)(C)C1=CC(O)=C(O)C=C1,XESZUVZBAMCAEJ-UHFFFAOYSA-N,C10H14O2,166.099379691,2.67,3.12,1.28,-0.34,1.6,0.25,-0.45,-0.56,2.34,1.15,-0.38,1.115459313252041,0
