,Average Rt(min),Average Mz,mass_round,neg_DIWB_1,neg_DIWB_2,neg_no injection_1,neg_no injection_2,neg_no injection_3,neg_no injection_4,neg-octl,neg_butac,neg_chlor,neg_chx,neg_dcm,neg_glyctriol,neg_hx,neg_octn,neg_olalc,neg_tol,neg_undec,neg-octlW,neg_butacW,neg_chlorW,neg_chxW,neg_dcmW,neg_glyctriolW,neg_hxW,neg_octnW,neg_olalcW,neg_tolW,neg_undecW,neg-octlM,neg_butacM,neg_chlorM,neg_chxM,neg_dcmM,neg_glyctriolM,neg_hxM,neg_octnM,neg_olalcM,neg_tolM,neg_undecM,neg-octlR_log,neg_butacR_log,neg_chlorR_log,neg_chxR_log,neg_dcmR_log,neg_glyctriolR_log,neg_hxR_log,neg_octnR_log,neg_olalcR_log,neg_tolR_log,neg_undecR_log,zeros,W_average,W_std,W_Rstd,W_Rstd_flag,Average,Stdev,Aliquot_Plate_Barcode,Aliquot_Well_ID,Aliquot_Concentration,Aliquot_Concentration_Unit,Target_Concentration,Target_Concentration_Unit,Aliquot_Solvent,DTXSID,CASRN,Preferred_Name,Smiles,Indigo_Inchi_Key,Mol_Formula,Monoisotopic_Mass,Relationship,MS_Ready_DTXCID,MS_Ready_Smiles,MS_Ready_Inchikey,MS_Ready_Mol_Formula,MS_Ready_Monoisotopic_Mass,octl,butac,chlor,chx,dcm,glyctriol,hx,octn,olalc,tol,undec,Mass_diff,Mass_flag,chem_id,predicted_1-octanol,predicted_butyl acetate,predicted_chloroform,predicted_cyclohexane,predicted_dichloromethane,predicted_triolein,predicted_n-hexane,predicted_n-octane,predicted_oleylalcohol,predicted_toluene,predicted_n-undecane,imputed_1-octanol,imputed_butyl acetate,imputed_chloroform,imputed_cyclohexane,imputed_dichloromethane,imputed_triolein,imputed_n-hexane,imputed_n-octane,imputed_oleylalcohol,imputed_toluene,imputed_n-undecane,1-octanol_db_std,butyl acetate_db_std,chloroform_db_std,cyclohexane_db_std,dichloromethane_db_std,triolein_db_std,n-hexane_db_std,n-octane_db_std,oleylalcohol_db_std,toluene_db_std,n-undecane_db_std,1-octanol_exp_std,butyl acetate_exp_std,chloroform_exp_std,cyclohexane_exp_std,dichloromethane_exp_std,triolein_exp_std,n-hexane_exp_std,n-octane_exp_std,oleylalcohol_exp_std,toluene_exp_std,n-undecane_exp_std,Correlation_R2
32,9.958,255.0215150319,255,154,113,88,119,122,100,106.5,181.5,57,261,58,115,787,754,200.5,203.5,868,13775,25669,27195,26048,25692,25743.5,26248.5,26265,16104.5,25975.5,26121.5,13668.5,25487.5,27138,25787,25634,25628.5,25461.5,25511,15904,25772,25253.5,2.10837124933391,2.14745060941406,2.67770298245707,1.9947603129218,2.645388386417,2.34802534793026,1.50990925307536,1.52935613688623,1.89939199009704,2.10258370911307,1.46380185234146,0,24076.1363636364,4353.74099373124,18.0832211945225,0,10542.3316004136,12265.3740536445,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2020420,23950-58-5,Propyzamide,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,PHNUZKMIPFFYSO-UHFFFAOYSA-N,C12H11Cl2NO,255.0217694,2D-QSAR-Ready,DTXCID80420,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,PHNUZKMIPFFYSO-UHFFFAOYSA-N,C12H11Cl2NO,255.0217694,4.17,5.12,4.29,3,4.68,3.04,2.69,2.67,4.17,4.34,2.8,1.00,0,255.022@9.958,2.24,2.27,3.18,1.68,2.90,1.95,1.51,1.55,1.71,2.53,1.39,2.11,2.15,2.68,1.99,2.65,2.35,1.51,1.53,1.90,2.10,1.46,0.52,1.64,0.66,-0.85,1.12,-0.80,-1.21,-1.24,0.52,0.72,-1.09,0.17,0.27,1.59,-0.11,1.51,0.77,-1.31,-1.27,-0.35,0.16,-1.43,0.45
22,1.513,222.0901650319,222,481,270,281,138,177,168,2131.5,407.5,2401,6927.5,11027,1928.5,2541.5,493,4120.5,13710.5,1245,1543,1958,557.5,13478.5,10217,326,916.5,520.5,687,15615,484,-588.5,1550.5,-1843.5,6551,-810,-1602.5,-1625,27.5,-3433.5,1904.5,-761,,0.58034415749735,,-0.0242689350223295,,,,-1.25351422544697,,-0.857272316106289,,7,4209.36363636364,5587.55048417669,132.740978610335,0,3692.10615689147,5033.72767155734,BF00173504,EPA_MIXTURE_006,14,mM,20,mM,DMSO,DTXSID7021780,84-66-2,Diethyl phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2D-QSAR-Ready,DTXCID901780,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,C12H14O4,222.089208931,2.07,2.37,3.55,1.21,3.36,1.52,0.99,0.93,1.8,2.37,0.89,4.31,0,222.09@1.513,-2.97,-7.45,3.64,-1.30,1.87,1.55,-1.93,,-4.50,2.76,-2.29,-2.97,0.58,3.64,-0.02,1.87,1.55,-1.93,-1.25,-4.50,-0.86,-2.29,0.17,0.51,1.83,-0.79,1.62,-0.44,-1.04,-1.10,-0.13,0.51,-1.15,-1.06,0.50,1.85,0.24,1.08,0.93,-0.60,-0.31,-1.74,-0.13,-0.77,0.36
43,16.244,314.2826050319,314,32717,34163,38365,30593,39832,38282,36628.5,32381,38644.5,37576,40084,34910.5,39351,30850.5,35784.5,39199,33082.5,37404,28986,40433,39187.5,41633.5,34607,35530.5,37823.5,33391,35885.5,31123.5,775.5,-3395,1788.5,1611.5,1549.5,-303.5,-3820.5,6973,-2393.5,-3313.5,-1959,-1.67423733177396,,-1.33459874808708,-1.36768023732684,-1.41277947288388,,,-0.645842541915761,,,,6,36000.4545454545,3677.96450903921,10.2164390852215,1,36119.3621706495,4786.88722942966,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8027086,141-23-1,Methyl 12-hydroxyoctadecanoate,CCCCCCC(O)CCCCCCCCCCC(=O)OC,RVWOWEQKPMPWMQ-UHFFFAOYSA-N,C19H38O3,314.282095084,2D-QSAR-Ready,DTXCID507086,CCCCCCC(O)CCCCCCCCCCC(=O)OC,RVWOWEQKPMPWMQ-UHFFFAOYSA-N,C19H38O3,314.282095084,6.99,7.07,7.6,6.2,7.56,5.24,5.9,5.92,6.89,7.09,6.01,1.62,0,314.283@16.244,-0.05,-2.72,-1.43,-0.90,-1.61,-0.96,-0.32,,-1.02,-1.74,-0.78,-1.67,-2.72,-1.33,-1.37,-1.41,-0.96,-0.32,-0.65,-1.02,-1.74,-0.78,0.55,0.66,1.38,-0.53,1.32,-1.84,-0.94,-0.91,0.41,0.68,-0.79,-0.65,-2.34,-0.11,-0.16,-0.23,0.50,1.54,1.01,0.40,-0.76,0.80,0.35
12,3.06,202.1086250319,202,0,0,0,241,0,177,22533.5,25693,22477.5,27974.5,12232.5,27158,26470.5,28656,29689.5,28748,27590,26330.5,27667.5,29673,29501.5,29357,27260,30280.5,29145.5,32413,29778.5,26384.5,3797,1974.5,7195.5,1527,17124.5,102,3810,489.5,2723.5,1030.5,-1205.5,-0.773388056307589,-1.11435767882042,-0.494687028815766,-1.26292329588547,0.146102675416514,-2.42529761222115,-0.841837169070765,-1.7674628723658,-1.03747550410783,-1.44555964006948,,1,28890.1363636364,1742.12040460246,6.03015639204543,1,23420.5009062524,10361.7203181318,BF00173504,EPA_MIXTURE_006,19,mM,20,mM,DMSO,DTXSID7034549,165252-70-0,Dinotefuran,CN\C(NCC1CCOC1)=N\[N+]([O-])=O,YKBZOVFACRVRJN-UHFFFAOYSA-N,C7H14N4O3,202.106590327,2D-QSAR-Ready,DTXCID5014549,CN\C(NCC1CCOC1)=N\[N+]([O-])=O,YKBZOVFACRVRJN-UHFFFAOYSA-N,C7H14N4O3,202.106590327,-0.28,-0.34,-0.08,-3.21,-0.53,-1.94,-3.41,-3.46,-1.06,-1.76,-3.55,10.07,0,202.109@3.06,-0.25,-0.52,0.10,-2.04,-0.35,-0.89,-2.11,-1.96,-0.17,-0.96,-1.88,-0.77,-1.11,-0.49,-1.26,0.15,-2.43,-0.84,-1.77,-1.04,-1.45,-1.88,1.12,1.07,1.26,-1.06,0.93,-0.12,-1.21,-1.24,0.54,0.02,-1.31,0.59,0.09,1.01,-0.13,1.96,-1.86,0.49,-0.88,0.20,-0.40,-1.05,0.32
34,7.204,270.0615650319,270,114,304,252,330,159,163,1310.5,9585.5,12848.5,16231,14821,16389,17130,15668,13642,13280,16374,11498,17986.5,18643,21046.5,21845,19790.5,21353.5,21446,18155,21074.5,16459,10187.5,8401,5794.5,4815.5,7024,3401.5,4223.5,5778,4513,7794.5,85,0.890630596465414,-0.0572837868170798,-0.345836461653761,-0.527703890553804,-0.324293004377534,-0.682881979937659,-0.608084864446847,-0.43323602536765,-0.480412711674983,-0.231409813647685,-2.28473586033925,0,19027.0454545455,2912.82120705984,15.3088466310674,0,14009.38487857,7095.56308127627,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID9023201,75706-12-6,Leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N,C12H9F3N2O2,270.061612027,2D-QSAR-Ready,DTXCID103201,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N,C12H9F3N2O2,270.061612027,2.59,3.36,2.92,0.81,3.1,1.28,0.55,0.48,2.39,2.35,0.58,0.17,0,270.062@7.204,-0.30,-0.98,0.67,-1.27,-0.15,-0.28,-1.42,-1.54,-0.89,-0.94,-1.04,0.89,-0.06,-0.35,-0.53,-0.32,-0.68,-0.61,-0.43,-0.48,-0.23,-2.28,0.68,1.40,0.99,-0.97,1.16,-0.54,-1.22,-1.28,0.50,0.46,-1.19,1.92,0.57,0.17,-0.09,0.20,-0.31,-0.21,0.04,-0.03,0.33,-2.58,0.31
39,10.11,278.1526950319,278,11587,12710,6225,9423,5719,9030,19170,15464.5,10470.5,14632,13075.5,15058,15621,17761.5,15182.5,15124.5,13594.5,19864.5,16353,18083,20035,17775.5,14819.5,17727.5,16028.5,15433.5,16039.5,18967,694.5,888.5,7612.5,5403,4700,-238.5,2106.5,-1733,251,915,5372.5,-1.44094986280443,-1.24067845076553,-0.138440115489308,-0.432668724929165,-0.444360447105629,,-0.870147368932488,,-1.78166956831356,-1.21825993217837,-0.403186814885143,2,17375.1363636364,1693.16013164879,9.74473003384498,1,15922.6843692555,5349.33476844978,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2025680,4376-20-9,MEHP,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,DJDSLBVSSOQSLW-UHFFFAOYSA-N,C16H22O4,278.151809188,2D-QSAR-Ready,DTXCID105680,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,DJDSLBVSSOQSLW-UHFFFAOYSA-N,C16H22O4,278.151809188,5.1,5.56,4.45,2.56,4.72,2.45,2.36,2.26,4.87,4.13,2.51,3.18,0,278.153@10.11,-0.17,-1.06,0.14,-1.01,-0.21,-0.13,-0.80,-0.87,-0.50,-0.45,-1.65,-1.44,-1.24,-0.14,-0.43,-0.44,-0.13,-0.87,-0.87,-1.78,-1.22,-0.40,1.12,1.49,0.59,-0.94,0.81,-1.03,-1.11,-1.19,0.93,0.33,-0.99,-1.19,-0.81,1.29,0.73,0.71,1.29,-0.10,-0.10,-1.83,-0.76,0.78,0.27
53,11.991,427.8847750319,428,225536,226486,208518,217915,222478,212551,247350,238289.5,262437.5,240137,246200,252743,235456,242186,233138.5,237058,231436.5,257032.5,234836,255264,242644.5,251353,244205.5,235592.5,242110.5,236211,245299.5,239034,9682.5,-3453.5,-7173.5,2507.5,5153,-8537.5,136.5,-75.5,3072.5,8241.5,7597.5,-1.40732440904208,,,-1.98121813905524,-1.67922790613422,,-3.23677711043824,,-1.8801221063589,-1.45884835308125,-1.48376114412878,4,243962.090909091,7372.60101758279,3.02202731174742,1,261122.953125,149417.874526388,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID9026261,13674-87-8,"Tris(1,3-dichloro-2-propyl) phosphate",ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,ASLWPAWFJZFCKF-UHFFFAOYSA-N,C9H15Cl6O4P,427.8839122,2D-QSAR-Ready,DTXCID206261,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,ASLWPAWFJZFCKF-UHFFFAOYSA-N,C9H15Cl6O4P,427.8839122,3.34,5.3,5.84,2.87,6.29,3,2.42,2.32,3.86,4.98,2.5,2.02,0,427.885@11.991,3.55,1.46,-0.82,-2.14,0.02,-0.82,-1.43,-2.30,1.85,-0.14,-2.93,-1.41,1.46,-0.82,-1.98,-1.68,-0.82,-3.24,-2.30,-1.88,-1.46,-1.48,-0.39,1.01,1.40,-0.73,1.72,-0.63,-1.05,-1.12,-0.02,0.79,-0.99,0.01,2.58,0.54,-0.50,-0.23,0.53,-1.63,-0.79,-0.41,-0.04,-0.06,0.26
38,9.737,278.1526350319,278,76871,74393,65752,70998,67701,68272,86375.5,82222,89767.5,86956,89491.5,90060.5,89237.5,93166,88757,89184.5,89082,86125.5,90906,89163,89631.5,91252,91601,90410,92760.5,90465.5,89789.5,92631.5,-250,8684,-604.5,2675.5,1760.5,1540.5,1172.5,-405.5,1708.5,605,3549.5,,-0.976268221738813,,-1.51189459856141,-1.70614575810633,-1.76687265110696,-1.88143454357953,,-1.71558763145421,-2.16853400719676,-1.39962277840428,3,90430.5454545455,1751.22923652016,1.93654613904812,1,96889.1355698529,69247.8921527369,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2025680,4376-20-9,MEHP,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,DJDSLBVSSOQSLW-UHFFFAOYSA-N,C16H22O4,278.151809188,2D-QSAR-Ready,DTXCID105680,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,DJDSLBVSSOQSLW-UHFFFAOYSA-N,C16H22O4,278.151809188,5.1,5.56,4.45,2.56,4.72,2.45,2.36,2.26,4.87,4.13,2.51,2.97,0,278.153@9.737,0.88,0.11,-0.72,-1.95,-0.68,-0.80,-1.53,-1.80,0.88,-0.70,-2.30,0.88,-0.98,-0.72,-1.51,-1.71,-1.77,-1.88,-1.80,-1.72,-2.17,-1.40,1.12,1.49,0.59,-0.94,0.81,-1.03,-1.11,-1.19,0.93,0.33,-0.99,2.76,0.46,0.78,-0.21,-0.45,-0.53,-0.67,-0.57,-0.46,-1.03,-0.07,0.23
4,5.139,139.0273850319,139,182300,223418,75348,77043,80635,100274,473946,317160.5,567424,473506,694392,452622,537519.5,404882,348173,602517.5,447074,417436.5,475602,390238.5,402908.5,469119,403576.5,388065.5,454343.5,378392,482129.5,397335,-56509.5,158441.5,-177185.5,-70597.5,-225273,-49045.5,-149454,49461.5,30219,-120388,-49739,,-0.301410148528645,,,,,,-0.913061186687482,-1.06151500089752,,,8,423558.772727273,37079.0373872082,8.75416583829871,1,411832.052542892,138422.782048536,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID0021834,100-02-7,4-Nitrophenol,OC1=CC=C(C=C1)[N+]([O-])=O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,C6H5NO3,139.026943025,2D-QSAR-Ready,DTXCID201834,OC1=CC=C(C=C1)[N+]([O-])=O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,C6H5NO3,139.026943025,1.35,1.93,0.79,-1.2,1.02,-0.26,-1.34,-1.47,0.85,0.41,-1.34,3.18,0,139.027@5.139,-0.62,,1.19,-0.67,0.88,0.30,-0.94,,,0.13,-1.16,-0.62,-0.30,1.19,-0.67,0.88,0.30,-0.94,-0.91,-1.06,0.13,-1.16,1.09,1.58,0.61,-1.07,0.81,-0.28,-1.19,-1.30,0.66,0.29,-1.19,-0.44,-0.02,1.92,-0.50,1.52,0.77,-0.84,-0.81,-1.01,0.54,-1.13,0.22
31,6.179,250.1213150319,250,62647,70019,62446,63232,64585,63876,69130,71393.5,78090,79158,81987.5,82678.5,63245,75078.5,76733,70658.5,73439.5,75626,74859.5,77375,76736,75768.5,81451,79048,76600.5,77266.5,76409,70980.5,6496,3466,-715,-2422,-6219,-1227.5,15803,1522,533.5,5750.5,-2459,-1.02702054064931,-1.31383011498603,,,,,-0.602286656806791,-1.69310093479352,-2.15784775421316,-1.08945880583093,,5,76556.4090909091,2465.24969063786,3.2201741433698,1,78025.203661152,27408.5540143346,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5031133,131-16-8,Dipropyl phthalate,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,C14H18O4,250.12050906,2D-QSAR-Ready,DTXCID3011133,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,C14H18O4,250.12050906,3.65,3.97,5.15,3.18,5.04,3.04,2.93,2.89,3.48,4.24,2.89,3.22,0,250.121@6.179,-2.38,-2.69,-0.81,-1.68,-0.75,-1.05,-2.89,-1.47,-0.26,-1.52,-1.63,-1.03,-1.31,-0.81,-1.68,-0.75,-1.05,-0.60,-1.69,-2.16,-1.09,-1.63,-0.04,0.37,1.86,-0.63,1.72,-0.80,-0.94,-0.99,-0.25,0.71,-0.99,0.50,-0.13,0.96,-0.93,1.09,0.44,1.42,-0.95,-1.96,0.36,-0.81,0.20
48,13.366,353.8840450319,354,203,0,0,0,103,0,66.5,238.5,963,1623.5,579.5,206,2280,1619,158.5,544,3607,438.5,14557.5,17210,25837.5,20738,3932.5,31048,26006.5,4015,27830.5,28789.5,372,14319,16247,24214,20158.5,3726.5,28768,24387.5,3856.5,27286.5,25182.5,0.747721294578793,1.77842430570977,1.22714689334564,1.17361424511393,1.54140477269415,1.25743390519712,1.10097482305268,1.1779204336492,1.38616406914477,1.70034893321728,0.843952700304537,0,18218.5,10575.1004379499,58.0459447152612,0,8330.99984456979,11248.1206073566,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID9021342,97-18-7,Bithionol,OC1=C(Cl)C=C(Cl)C=C1SC1=C(O)C(Cl)=CC(Cl)=C1,JFIOVJDNOJYLKP-UHFFFAOYSA-N,C12H6Cl4O2S,353.8842614,2D-QSAR-Ready,DTXCID701342,OC1=C(Cl)C=C(Cl)C=C1SC1=C(O)C(Cl)=CC(Cl)=C1,JFIOVJDNOJYLKP-UHFFFAOYSA-N,C12H6Cl4O2S,353.8842614,6.19,6.98,4.75,3.34,5.08,3.56,2.78,2.88,5.26,5.13,3.09,0.61,0,353.884@13.366,1.88,1.30,2.25,0.99,1.94,1.35,0.93,0.82,1.23,1.45,0.84,0.75,1.78,1.23,1.17,1.54,1.26,1.10,1.18,1.39,1.70,0.84,1.28,1.86,0.22,-0.83,0.46,-0.66,-1.24,-1.17,0.59,0.50,-1.01,-1.69,1.67,-0.13,-0.30,0.90,-0.03,-0.54,-0.29,0.39,1.41,-1.38,0.20
29,3.862,245.9935550319,246,12046,8885,6015,6734,6026,10624,12585.5,11075,10674.5,20556.5,126560,24536,15458,17202,15668.5,22097.5,12251.5,19467.5,12269.5,19404.5,12726.5,51216.5,25947.5,23141.5,18760,22570.5,17076.5,12008.5,6882,1194.5,8730,-7830,-75343.5,1411.5,7683.5,1558,6902,-5021,-243,-0.262155805705744,-0.96715758080921,-0.0873332978531754,,,-1.24012288049149,-0.303594207353464,-1.04301148999358,-0.3560524669819,,,4,21326.2727272727,10419.4802770485,48.8574839602594,0,21569.0885895374,23583.5656844519,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID7029166,135-76-2,Sodium 6-hydroxynaphthalene-2-sulfonate,[Na+].OC1=CC2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,ZPWQALCOMQRMRK-UHFFFAOYSA-M,C10H7NaO4S,245.99627416,2D-QSAR-Ready,DTXCID0027014,OC1=CC2=C(C=C1)C=C(C=C2)S(O)(=O)=O,VVPHSMHEYVOVLH-UHFFFAOYSA-N,C10H8O4S,224.014329912,0.56,1.55,-0.83,-4.22,-0.66,-2.45,-4.58,-4.66,-0.36,-1.69,-4.47,11.05,0,245.994@3.862,-0.14,-0.18,-0.07,-1.13,0.05,-0.58,-1.27,-1.10,0.22,-0.56,-1.03,-0.26,-0.97,-0.09,-1.13,0.05,-1.24,-0.30,-1.04,-0.36,-0.56,-1.03,1.19,1.66,0.54,-1.05,0.62,-0.22,-1.22,-1.25,0.76,0.14,-1.17,0.83,-0.76,1.23,-1.13,1.53,-1.38,0.74,-0.93,0.62,0.16,-0.91,0.18
24,8.435,236.1778850319,236,85004,88864,3295,6375,3776,1945,111844.5,152496.5,98150.5,157444.5,107045.5,150429,155899.5,177292,113948,119632.5,137401.5,161211,137033,130968.5,123914.5,157098.5,125670.5,144466,120742.5,145353.5,127901.5,170787.5,49366.5,-15463.5,32818,-33530,50053,-24758.5,-11433.5,-56549.5,31405.5,8269,33386,-0.355182294766535,,-0.475780405655077,,-0.330138302383986,,,,-0.559700994803585,-1.16039618649588,-0.614427084858092,5,140467.909090909,15977.2740305185,11.3743232414588,1,124784.072428385,41940.1615823919,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.177630013,2D-QSAR-Ready,DTXCID50697,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.177630013,5.67,5.83,5.59,4.63,5.71,4.13,4.39,4.4,5.45,5.52,4.49,1.08,0,236.178@8.435,-0.05,-0.80,-0.06,-1.19,-0.63,-0.55,-1.03,-1.15,-0.57,-0.70,-3.28,-0.36,-0.80,-0.48,-1.19,-0.33,-0.55,-1.03,-1.15,-0.56,-1.16,-0.61,0.96,1.21,0.83,-0.71,1.02,-1.51,-1.09,-1.08,0.60,0.71,-0.93,1.23,-0.16,0.85,-1.40,1.31,0.63,-0.90,-1.27,0.59,-1.31,0.41,0.16
11,0.909,192.0813750319,192,270,135,271,205,239,0,205.5,89,669,141,126.5,36933,235.5,120,176.5,209,464,206.5,163.5,223,196,400,4883.5,313,181,171.5,232.5,303,1,74.5,-446,55,273.5,-32049.5,77.5,61,-5,23.5,-161,-2.31281182621209,-0.0772337338966199,,-0.408856423161136,0.334866805157613,,-0.482689208958605,-0.293851411036858,,-0.949078423839318,,4,661.227272727273,1336.97972656888,202.196700244142,0,1853.09381417667,7223.17576312248,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID4047094,94-02-0,Ethyl benzoylacetate,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.078644246,2D-QSAR-Ready,DTXCID2027094,CCOC(=O)CC(=O)C1=CC=CC=C1,GKKZMYDNDDMXSE-UHFFFAOYSA-N,C11H12O3,192.078644246,1.76,2.46,3.3,1.02,3.32,1.45,0.78,0.7,1.64,2.37,0.71,14.22,0,192.081@0.909,0.22,-1.80,0.78,-0.56,0.22,0.09,-0.50,-0.83,-0.94,0.00,-0.82,-2.31,-0.08,0.78,-0.41,0.33,0.09,-0.48,-0.29,-0.94,-0.95,-0.82,-0.01,0.74,1.64,-0.81,1.66,-0.35,-1.07,-1.15,-0.14,0.64,-1.14,-2.37,0.49,1.59,0.07,1.02,0.71,-0.03,0.22,-0.62,-0.62,-0.46,0.16
15,7.615,213.0829250319,213,278467,276802,251747,239044,257197,233738,307631,295538.5,315418.5,316492,320196.5,314121,370382,342647,308426.5,312487,323982.5,366346,376735.5,371715.5,388858.5,405122,378711.5,406883.5,381590,438269.5,369462.5,394290.5,58715,81197,56297,72366.5,84925.5,64590.5,36501.5,38943,129843,56975.5,70308,-0.719281032006061,-0.561074081156026,-0.74840190964907,-0.640825168270968,-0.57637846796432,-0.686928324890198,-1.00633916066547,-0.944417529124734,-0.375733144324264,-0.739143809545831,-0.663516808254274,0,388907.727272727,20315.6650198399,5.22377510015204,1,356595.343137255,109367.870409259,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID7027540,3622-84-2,N-Butylbenzenesulfonamide,CCCCNS(=O)(=O)C1=CC=CC=C1,IPRJXAGUEGOFGG-UHFFFAOYSA-N,C10H15NO2S,213.082349901,2D-QSAR-Ready,DTXCID907540,CCCCNS(=O)(=O)C1=CC=CC=C1,IPRJXAGUEGOFGG-UHFFFAOYSA-N,C10H15NO2S,213.082349901,1.93,2.5,3.22,1.02,3.14,1.47,0.73,0.7,1.7,2.27,0.66,2.70,0,213.083@7.615,0.74,0.01,0.45,-1.07,0.05,-0.21,-0.89,-1.03,-0.03,-0.42,-1.32,-0.72,-0.56,-0.75,-0.64,-0.58,-0.69,-1.01,-0.94,-0.38,-0.74,-0.66,0.19,0.82,1.62,-0.82,1.54,-0.32,-1.14,-1.18,-0.06,0.57,-1.22,-0.14,0.82,-0.31,0.34,0.72,0.06,-1.87,-1.49,1.93,-0.26,0.20,0.16
37,10.634,278.1525350319,278,436366,430158,399405,385114,400455,380796,445286.5,441799,482027,454462,468431,475465,458907.5,466548,439756,461768,423790.5,460341,448823.5,469876,463525,461814,475629.5,468032.5,461889,443558,468353,441355.5,15054.5,7024.5,-12151,9063,-6617,164.5,9125,-4659,3802,6585,17565,-1.47097319256893,-1.79860931168504,,-1.70022559539727,,-3.46095265081432,-1.70149228236958,,-2.06319966112393,-1.84586805420984,-1.38250306289085,3,460290.636363636,10606.3997256607,2.30428318278487,1,507211.367034314,395664.907761214,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID2025680,4376-20-9,MEHP,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,DJDSLBVSSOQSLW-UHFFFAOYSA-N,C16H22O4,278.151809188,2D-QSAR-Ready,DTXCID105680,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,DJDSLBVSSOQSLW-UHFFFAOYSA-N,C16H22O4,278.151809188,5.1,5.56,4.45,2.56,4.72,2.45,2.36,2.26,4.87,4.13,2.51,2.61,0,278.153@10.634,1.16,-0.40,-0.88,-2.42,-1.06,-0.77,-2.03,-2.16,1.04,-1.69,-2.84,-1.47,-1.80,-0.88,-1.70,-1.06,-3.46,-1.70,-2.16,-2.06,-1.85,-1.38,1.12,1.49,0.59,-0.94,0.81,-1.03,-1.11,-1.19,0.93,0.33,-0.99,0.47,-0.04,1.37,0.11,1.11,-2.59,0.11,-0.59,-0.44,-0.11,0.60,0.15
